地方公共団体コード,地方公共団体コード6桁,地方公共団体名,都道府県名,都道府県名または市町村名,状態,Q1【回答対象：全団体】オープンデータについて、どの程度ご存知ですか。当てはまるものを１つ選択してください。,Q2【回答対象：全団体】オープンデータについて、組織全体での認知度（知っている、知っているが詳細は分からない）はどの程度でしょうか？おおよその判断で構いませんので割合を1つ選択してください。,Q3【回答対象：全団体】貴団体はオープンデータに取り組んでいますか？,Q4【回答対象：まだオープンデータに取り組んでいない団体のみ】オープンデータの公開開始予定時期について、当てはまるものを１つ選択してください。,Q5【回答対象：まだオープンデータに取り組んでいない団体、かつ上記設問で「未計画」を選択した場合のみ】その理由を具体的にお答えください。,Q6【回答対象：全団体】貴団体のオープンデータの更新頻度について、当てはまるものを１つ選択してください。,Q7【回答対象：全団体】オープンデータとして公開されているファイル数について、当てはまるものを１つ選択してください。,Q8【回答対象：全団体】オープンデータ作成の現状として当てはまるものを選択してください。（該当するものをすべて選択してください）,Q9【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q10【回答対象：全団体】貴団体における過去4年間（令和3年度以降）に生まれたオープンデータ利活用事例において、当てはまるものを全て選択してください。,Q11【回答対象：上記設問で「その他、オープンデータを活用した事例がある」を選択した場合のみ】その具体的な内容をお答えください。事例を掲載したURL等でも構いません。,Q12【回答対象：全団体】オープンデータに取り組むにあたっての（未着手の団体の場合、着手することを含む）貴団体の課題や問題点について、最も優先度の高いものを選択してください。,Q13【回答対象：上記設問で「その他」を選択した場合のみ】その具体的な内容をお答えください。,Q14【回答対象：全団体】オープンデータに取り組むにあたり、貴団体が必要と考える支援（未着手の団体の場合、着手することを含む）について、最も優先度の高いものを選択してください。,Q15【回答対象：上記設問で「その他」を選択した場合のみ】その具体的な内容をお答えください。,Q16【回答対象：オープンデータ取組の質評価指標について「知っている」団体のみ】オープンデータ取組の質評価指標を利用したことがありますか？,Q17【回答対象：オープンデータ取組の質評価指標について「知っている」団体のみ】オープンデータ取組の質評価指標についてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q18【回答対象：オープンデータ研修資料について「知っている」団体のみ】オープンデータ研修資料を利用したことがありますか？,Q19【回答対象：オープンデータ研修資料について「知っている」団体のみ】オープンデータ研修資料についてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q20【回答対象：データの二次利用を推進するための契約書アドオンについて「知っている」団体のみ】データの二次利用を推進するための契約書アドオンを利用したことがありますか？,Q21【回答対象：データの二次利用を推進するための契約書アドオンについて「知っている」団体のみ】データの二次利用を推進するための契約書アドオンについてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q22【回答対象：オープンデータサポート団体について「知っている」団体のみ】オープンデータサポート団体の制度を利用したことがありますか？,Q23【回答対象：オープンデータサポート団体について「知っている」団体のみ】オープンデータサポート団体についてのご意見をお聞かせください。利用したことがある方は感想や改善点、利用したことがない方は利用しなかった理由をお答えください。,Q24【回答対象：全団体】自治体標準オープンデータセットのフォーマットでオープンデータの公開に取り組んでいますか。,Q25【回答対象：すでに自治体標準ODSで公開している団体のみ】自治体標準オープンデータセットに準拠して公開しているデータがある場合、該当するデータを全て選択してください。,Q26【回答対象：すでに自治体標準ODSで公開している団体のみ】自治体標準オープンデータセットのデータモデル型での公開を行っていますか。,Q27【回答対象：データモデル型での公開を行っている団体のみ】自治体標準オープンデータセット（データモデル型）に準拠して公開しているデータがある場合、該当するデータを全て選択してください。,Q28【回答対象：すでに自治体標準ODSで公開している団体のみ】自治体標準オープンデータセットを作成するときに、困ったことがあれば選択してください。（該当するものをすべて選択してください）,Q29【回答対象：すでに自治体標準ODSで公開している団体のみ】上記設問で「その他」を選択した場合、具体的な内容をご記載ください。,Q30【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ回答】今後、自治体標準オープンデータセットに準拠した公開を予定している、または公開を検討したいデータについて、該当するデータを全て選択してください。（該当するものをすべて選択してください）,Q31【回答対象：上記設問で「公開を検討すべき自治体標準オープンデータセットはない」を選択した場合のみ】その理由を選択してください。（該当するものをすべて選択してください）,Q32【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q33【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】データを公開することが困難な自治体標準オープンデータセットについて、該当するデータを全て選択してください。（該当するものをすべて選択してください）,Q34【回答対象：上記設問で「データを公開することが困難な自治体標準オープンデータセット」を選択した場合のみ】選択したデータ毎にその理由をご記載ください。,Q35【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】自治体標準オープンデータセット以外のデータを公開予定であり、そのデータを自治体標準オープンデータセットへ追加することを希望する場合、その具体的なデータセットをお答えください。,Q36【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】既存の自治体標準オープンデータセットに、フィールドを追加したいデータセットがあれば選択してください。（該当するものをすべて選択してください）,Q37【回答対象：上記設問で「フィールドを追加したい自治体標準オープンデータセット」を選択した場合のみ】選択したデータセット毎にその項目をご記載ください。,Q38【回答対象：すでに自治体標準ODSで公開している団体、または今後取り組む予定のある団体のみ】自治体標準オープンデータセットについて、設問以外のご意見やご要望があればご記入ください。,Q39【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】オープンデータの公開と合わせてメタデータの公開を行っていますか？,Q40【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「➁自治体標準オープンデータセット　オープンデータ一覧（改定案）」のフォーマットでオープンデータのメタデータを公開する事は可能でしょうか？,Q41【回答対象：上記設問で「困難」または「非常に困難」を選択した場合のみ】その理由をお答えください。（該当するものをすべて選択してください）,Q42【回答対象：上記設問で「その他」を選択した場合のみ】その内容を具体的にお答えください。,Q43【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、分かりやすい内容だと思いますか。,Q44【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、現在公表しているデータはどの段階に該当しますか。おおよその感触で構いません。（該当するものをすべて選択してください）,Q45【回答対象：上記設問で「その他」を選択した場合のみ】オープンデータの機械判読性段階モデル（案）に当てはまらないケースをご記載ください。,Q46【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、少しづつでも段階を上げていく取組を進めることが可能だと思いますか。,Q47【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】機械判読可能なオープンデータを増やす取組を進めるために最も有効だと思う支援を選択してください。,Q48【回答対象：上記設問で「その他」を選択した場合のみ】具体的に必要な支援内容をご記載ください。,Q49【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】別紙1 「③オープンデータの機械判読性段階モデル（案）」について、改善すべき点等お気づきの点があればお聞かせください。,Q50【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】現在の、貴団体の公式Webサイトの掲載内容に関する利用規約（ライセンス）についてお答えください。,Q51【回答対象：公式Webサイトの掲載内容に関する利用規約が政府標準利用規約の自治体のみ】貴団体の公式Webサイトの掲載内容に関する利用規約（ライセンス）を政府標準利用規約に変更した理由を教えてください。（該当するものをすべて選択してください）,Q52【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q53【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】自治体の公式Webサイトの著作権(ライセンス)が自団体で困ったことがあれば教えてください。（該当するものをすべて選択してください）,Q54【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q55【回答対象：デジタル庁の今後のオープンデータの取組にご意見をいただける団体のみ】貴団体の公式Webサイトの掲載内容に関する利用規約を仮に公共データ利用規約に変更しようとした場合、どのような課題があると考えられますか？,Q56【回答対象：上記設問で「その他」を選択した場合のみ】具体的な内容をご記載ください。,Q57【回答対象：全団体】アドレス・ベース・レジストリ・ジオコーダー（ABRジオコーダー）をデジタル庁より行政機関向けに無料での提供を予定していますが、オープンデータに位置座標を整備する際をはじめ、どのような業務で利用できそうか、ご意見をお聞かせください。,Q58【回答対象：全団体】オープンデータの取組全般について、設問以外のご意見やご要望があればご記入ください。
23228,232289,愛知県 岩倉市,愛知県,岩倉市,提出済,良く知っている,80%,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,101～500,システムから出力したファイルを手動で修正してオープンデータを作成している;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している;PDFやWebサイトの情報から手動でオープンデータを作成している;紙のデータを手動で入力してオープンデータを作成している,,よく分からない,,オープンデータの利活用が進まない,,オープンデータのセミナー・ワークショップ開催支援,,,,,,,,,,推奨データセットは公開しているが、自治体標準ODSはまだ取り組んでいない,,,,,,,,,,,,,,,行っている,困難,"メタデータについて理解できていないメタデータの公開にかかる人的リソースが不足している	メタデータ公開に関する技術的なサポートが不足している	",,わかりやすい,0　 (どんな形式でもよいので)あなたのデータをオープンライセンスでWeb上に公開しましょう;1　できるだけ再利用しやすい形式で公開しましょう（例：PDFよりもワードやパワポ、両方あっても良い）;2　できるだけ元データも再利用しやすい形式で公開しましょう（例：文章と表が同一文書に混じっている場合、表の元データはExcelで公表）;3　できるだけ元データは機械判読可能な構造で公開しましょう（例：表形式データ「整然データの形式で」、複雑な構造「JSON/GeoJSONの形式で」）,,どちらとも言えない,トレーニングや研修の提供,,,CC BY 4.0,,,,,利用規約（ライセンス）を変更するメリットがわからない,,,
23229,232297,愛知県 豊明市,愛知県,豊明市,提出済,良く知っている,50%,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,101～500,既存のExcel等表形式のデータを手動で修正してオープンデータを作成している;PDFやWebサイトの情報から手動でオープンデータを作成している,,民間事業者と連携したオープンデータ活用事例がある,,オープンデータの効果・メリット・ニーズが不明確,,手順等をまとめたガイドラインの整備,,,,,,,,,,知っているがまだ取り組んでいない,,,,,,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;公衆トイレ一覧	;標準的なバス情報フォーマット	;データモデル型：教育機関一覧",,,作成が困難なデータセットはない,,障がい者福祉施設、警察署・交番、消防署、防災資器材、授乳・おむつ替え施設,"フィールドを追加したいデータセットはない	",,,,,,,,,,,,,,,,,,,,,,
23230,232301,愛知県 日進市,愛知県,日進市,提出済,良く知っている,50%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,501～1000,システムから出力して、ほとんど手間をかけずにオープンデータを作成している;既存のExcel等表形式のデータをマクロ等を用いて自動でオープンデータを作成してい;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している,,住民サービスの向上につながったオープンデータ活用事例がある;複数の市区町村を巻き込んだ広域のオープンデータ利活用事例がある,,オープンデータの利活用が進まない,,その他,課題に応じた利活用方法のフォーマット。例えば、防災や子育て支援のための自治体標準ODS対応アプリや社会保障データを詳細に分析するツールなど。利活用方法の開発をするリソースは膨大で、官学民問わず、ユーザーが簡単に利用できるメニューを用意しなければ利活用は進まない。用意された利活用方法の事業補助金があると、なお良い。,"利用したことがある	",共創・連携区分で企業・民間団体の項目のみ、データの整備ではなく利活用が評価指標となっている。ユーザーは、課題解決の手段としてオープンデータを利活用するのであって、オープンデータの利活用は目的ではない。そもそもデータ利用の際に報告不要であるのがオープンデータ。データ整備と利活用は本質的に異なるため、評価を分ける方が良い。,"利用したことがある	",庁内研修にて初級編を利用。オープンデータの基礎知識についてまとまっており、担当外に伝えるには良いレベルの資料だった。しかし、動画は単調で反応が薄かった。理解度テストは未利用。テスト結果がフィードバックできるようになれば、研修対象の理解度の確認ができるので、機能追加していただけるとありがたい。,利用したことがない,契約書については契約担当課の理解を得る必要があるため、採用することが難しい。,利用したことがない,サポート団体の目的が利活用支援とあるが、手段が目的となっているのではないか。課題解決の手段としてオープンデータを利活用するのであって、オープンデータの利活用は目的ではない。ワークショップで課題を探す団体ではなく、課題に対して解決方法を技術的に助言できる団体が必要。,すでに取り組んでいる,"公共施設一覧;文化財一覧	;指定緊急避難場所一覧	;子育て施設一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;標準的なバス情報フォーマット	",行っていない,,"他の省庁等の依頼により別のフォーマットでデータを作成しているため、作業が重複している;元データの項目が不足しているため、必要なデータの収集が難しい;自治体でデータを持っていない	;自治体標準ODS作成のガイドラインが明確でない	;データモデル型のデータを原課に作成してもらうのは困難	",,"地域・年齢別人口	;オープンデータ一覧	",,,"食品等営業許可・届出一覧	",食品等営業許可・届出一覧について、自庁に有しないデータは作成困難。,,"フィールドを追加したいデータセットはない	",,フィールドや項目の追加など、柔軟に対応していただいているのはありがたいが、データ整備としては、既存データの変更に対応しなければならない点や、レイアウトの変更がユーザーに影響するという点で問題と感じている。多様なデータセットを固定的に提供いただければ、全国共通のフォーマットで多くのデータを安定的に公表できると考えている。,行っている,時間はかかるが可能,,,わかりやすい,2　できるだけ元データも再利用しやすい形式で公開しましょう（例：文章と表が同一文書に混じっている場合、表の元データはExcelで公表）;3　できるだけ元データは機械判読可能な構造で公開しましょう（例：表形式データ「整然データの形式で」、複雑な構造「JSON/GeoJSONの形式で」）,,可能,必要なソフトウェアやツールの提供,,機械判読性を高めるには、既存のデータを別のファイル形式に変更する必要がある。その膨大な変更作業をRPAやツールで自動化することが有効。当市ではCMSとCKANが連携しており、特定のページにCSV形式のファイルをCMSでアップロードすると、自動的にJSON、RDF形式のファイルが生成され、CKANにアップロードされる。,自団体,,,,,利用規約（ライセンス）変更に対する法的な不安や懸念がある,,自庁、市民用GISでのマッピング。,「オープンデータの取組」という括り自体、手段が目的となっているのではないか。課題解決の手段としてオープンデータを利活用するのであって、オープンデータの利活用は目的ではない。解決すべき課題を設定せずに手段を試行錯誤していては、自治体は振り回されるばかりでメリットが無い。データの基盤整備を目的とするのであれば、国がフォーマットを固めて自治体に実施させるような形にすべき。課題解決のツールを提供するなど、自治体にもオープンデータ整備のメリットがなければ取組は進まない。
23231,232319,愛知県 田原市,愛知県,田原市,提出済,良く知っている,50%,取組んでいない,,,定期的更新（週1、月1など）を行っているオープンデータがある,11～50,システムから出力して、ほとんど手間をかけずにオープンデータを作成している;システムから出力したファイルを手動で修正してオープンデータを作成している;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している,,職員の業務負荷低減に繋がったオープンデータ利活用事例がある;住民サービスの向上につながったオープンデータ活用事例がある,市民公開型GISの公開https://www.city.tahara.aichi.jp/seisaku/1007179/1009751/index.html,オープンデータを開始した後の業務プロセスが不明,,先進的な活用事例の公開,,利用したことがない,,利用したことがない,,利用したことがない,,利用したことがない,,知っているがまだ取り組んでいない,"公共施設一覧;文化財一覧	;指定緊急避難場所一覧	;子育て施設一覧	;オープンデータ一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;医療機関一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;消防水利施設一覧	",行っていない,,,,,"自治体標準ODSの仕様が不明確	;データを作成するための人的リソースが不足している	;データを作成するための技術的サポートが不足している",,,,,,,,行っていない,困難,"メタデータについて理解できていないメタデータの公開にかかる人的リソースが不足している	メタデータ公開に関する技術的なサポートが不足している	",,どちらとも言えない,2　できるだけ元データも再利用しやすい形式で公開しましょう（例：文章と表が同一文書に混じっている場合、表の元データはExcelで公表）,,困難,他自治体の取り組み事例の共有,,,,,,,,,,,
23232,232327,愛知県 愛西市,愛知県,愛西市,提出済,良く知っている,10%未満,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,10以下,システムから出力したファイルを手動で修正してオープンデータを作成している,,災害時や緊急事態といった事象におけるオープンデータ利活用事例がある,,オープンデータの効果・メリット・ニーズが不明確,,オープンデータ作成・公開の作業支援,,,,,,,,,,知らない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23233,232335,愛知県 清須市,愛知県,清須市,提出済,良く知っている,10%未満,取組んでいる,,,ほとんど更新していない,10以下,その他,ほとんどがhtml形式になっている。,オープンデータを活用した事例はまだない,,オープンデータを担当する人的リソースがない,,低価格の導入パッケージ提供,,,,,,,,,,知っているがまだ取り組んでいない,,,,,,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;消防水利施設一覧	",,,作成が困難なデータセットはない,,,,,,,,,,,,,,,,,,,,,,,,なし,なし
23234,232343,愛知県 北名古屋市,愛知県,北名古屋市,提出済,良く知っている,30%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,11～50,システムから出力したファイルを手動で修正してオープンデータを作成している,,オープンデータを活用した事例はまだない,,オープンデータを担当する人的リソースがない,,オープンデータ作成・公開の作業支援,,,,,,,,,,知っているがまだ取り組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23235,232351,愛知県 弥富市,愛知県,弥富市,提出済,良く知っている,30%,取組んでいない,未計画,体制が不足しているため。,オープンデータに取組んでいない,オープンデータに取組んでいない,オープンデータに取り組んでいない,,オープンデータに取組んでいない,,オープンデータを担当する人的リソースがない,,手順等をまとめたガイドラインの整備,,,,,,,,,,まだオープンデータに取組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,特になし,特になし
23236,232360,愛知県 みよし市,愛知県,みよし市,提出済,良く知っている,80%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,101～500,既存のExcel等表形式のデータをマクロ等を用いて自動でオープンデータを作成してい;PDFやWebサイトの情報から手動でオープンデータを作成している;紙のデータを手動で入力してオープンデータを作成している,,オープンデータを活用した事例はまだない,,オープンデータの効果・メリット・ニーズが不明確,,オープンデータ作成・公開の作業支援,,利用したことがない,,利用したことがない,,利用したことがない,,利用したことがない,,知っているがまだ取り組んでいない,,,,,,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;消防水利施設一覧	;標準的なバス情報フォーマット	;データモデル型：教育機関一覧;データモデル型：ゴミ集積所一覧	;データモデル型：観光ポイント	",,,,,,,,,行っていない,,,,,,,,,,,,,,,,,,,
23237,232378,愛知県 あま市,愛知県,あま市,提出済,知っているが詳細は分からない,よく分からない,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,11～50,システムから出力したファイルを手動で修正してオープンデータを作成している;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している,,よく分からない,,オープンデータを担当する人的リソースがない,,オープンデータ作成・公開の作業支援,,,,,,,,,,知っているがまだ取り組んでいない,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23238,232386,愛知県 長久手市,愛知県,長久手市,提出済,良く知っている,よく分からない,取組んでいる,,,不定期（年に数回）で更新を行っているオープンデータがある,よく分からない,既存のExcel等表形式のデータをマクロ等を用いて自動でオープンデータを作成してい;既存のExcel等表形式のデータを手動で修正してオープンデータを作成している,,民間事業者と連携したオープンデータ活用事例がある,,オープンデータを担当する人的リソースがない,,オープンデータ作成・公開の作業支援ツール提供,,利用したことがない,,,,,,,,推奨データセットは公開しているが、自治体標準ODSはまだ取り組んでいない,,,,,,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;オープンデータ一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;データモデル型：投票所一覧	;データモデル型：赤ちゃんの駅	;データモデル型：ゴミ集積所一覧	;データモデル型：観光ポイント	",,,作成が困難なデータセットはない,,特になし,"フィールドを追加したいデータセットはない	",,それぞれのデータセットの必須になっている項目がぱっとわかるデータでない場合、データの収集、公開に時間がかかってしまう。,,,,,,,,,,,,,,,,,,,,
23302,233021,愛知県 東郷町,愛知県,東郷町,提出済,良く知っている,50%,取組んでいる,,,定期的更新（週1、月1など）を行っているオープンデータがある,101～500,システムから出力したファイルを手動で修正してオープンデータを作成している;既存のExcel等表形式のデータをマクロ等を用いて自動でオープンデータを作成してい,,オープンデータを活用した事例はまだない,,オープンデータの利活用が進まない,,利活用計画コンサルティング,,利用したことがない,,,,,,,,すでに取り組んでいる,"公共施設一覧;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;公衆トイレ一覧	;標準的なバス情報フォーマット	",行っている,"教育機関一覧	","元データの項目が不足しているため、必要なデータの収集が難しい;自治体標準ODS作成のガイドラインが明確でない	;自治体標準ODSを作成するツールやソフトウェアの使い方がわからない	;その他",複数市町で構成するオープンデータ推進協議会があり、構成市町の共通項目を設定し、整備してきたオープンデータを今後どう取り扱い継続していくかが課題。現在は独自形式のオープンデータも、自治体標準ODSもどちらも作成し公開しているが、今後もその公開方法でよいのか疑問。,"公共施設一覧	;文化財一覧	;指定緊急避難場所一覧	;地域・年齢別人口	;子育て施設一覧	;オープンデータ一覧	;公衆無線LANアクセスポイント一覧	;AED設置箇所一覧	;介護サービス事業所一覧	;医療機関一覧	;観光施設一覧	;イベント一覧	;公衆トイレ一覧	;消防水利施設一覧	;食品等営業許可・届出一覧	;学校給食献立情報	;小中学校通学区域情報	;ボーリング柱状図等	;都市計画基礎調査情報	;調達情報	;標準的なバス情報フォーマット	;支援制度（給付金）情報	;データモデル型：防災行政無線設置一覧	;データモデル型：教育機関一覧;データモデル型：投票所一覧	;データモデル型：ゴミの分別方法一覧	;データモデル型：赤ちゃんの駅	;データモデル型：ゴミ集積所一覧	",,,,,,"データモデル型：赤ちゃんの駅	",赤ちゃんの駅について;「授乳施設」有無;「おむつ替え施設」有無;「施設利用開始時間」;「施設利用終了時間」;「施設休館日」,,行っていない,困難,"メタデータの公開にかかる人的リソースが不足している	",,わかりやすい,3　できるだけ元データは機械判読可能な構造で公開しましょう（例：表形式データ「整然データの形式で」、複雑な構造「JSON/GeoJSONの形式で」）,,どちらとも言えない,必要なソフトウェアやツールの提供,,,自団体,,,,,利用規約（ライセンス）変更に対する法的な不安や懸念がある,,オープンデータに位置座標を整備する,
